weight_tons,distance_km,transport_mode,carbon_emissions_kg
35.0,2388.4,Truck,9172.29
1.5,1788.5,Sea,41.5
12.6,799.3,Air,12583.24
10.4,2529.5,Rail,552.38
42.6,2394.0,Truck,11055.47
49.6,1340.9,Sea,1040.76
14.6,2091.7,Sea,497.62
21.7,608.8,Rail,286.65
17.7,1638.2,Rail,610.86
14.9,1024.0,Sea,236.32
34.4,1228.5,Rail,951.67
9.0,2997.5,Rail,581.84
33.0,1418.0,Air,58956.18
16.3,219.7,Rail,76.59
46.5,205.8,Air,12266.62
6.3,2547.3,Sea,251.93
7.2,2664.6,Truck,1977.73
8.7,1225.9,Truck,1144.46
49.8,2128.6,Rail,2238.18
41.2,890.1,Sea,597.03
20.8,1555.7,Sea,512.41
47.0,2150.3,Truck,10704.09
30.9,2961.8,Truck,9605.78
3.9,2443.3,Rail,201.91
44.0,981.5,Rail,926.49
20.7,2064.8,Air,53968.03
5.1,2328.1,Air,15487.22
20.3,2891.0,Air,74277.14
17.0,1637.0,Rail,611.57
46.6,1124.0,Sea,871.19
48.8,889.7,Truck,4665.83
16.8,2073.5,Air,44676.61
9.5,624.2,Rail,124.43
17.0,1548.2,Sea,404.39
44.0,222.3,Air,12548.22
4.7,1355.3,Air,7672.62
22.8,1779.0,Air,49026.13
8.6,1409.1,Air,15854.02
37.0,1734.8,Air,82150.07
13.5,2864.9,Sea,592.44
10.6,2694.0,Air,34827.61
5.5,2465.3,Truck,1389.78
32.5,2278.8,Truck,8144.56
16.2,2664.1,Rail,955.99
24.6,2428.2,Sea,925.19
24.8,567.7,Rail,325.05
47.7,1110.8,Rail,1110.4
41.0,1216.2,Air,63055.31
3.4,93.3,Sea,5.21
2.4,187.3,Sea,7.15
38.4,1384.4,Rail,1165.67
45.3,2358.6,Air,129083.0
42.4,2917.7,Truck,13568.32
49.2,2296.7,Rail,2599.59
7.0,2851.0,Sea,310.49
5.7,2851.5,Rail,368.38
32.4,2776.9,Rail,1888.21
26.9,149.8,Sea,62.17
42.1,2012.5,Rail,1942.27
46.8,1187.4,Sea,900.76
40.4,925.8,Truck,4104.66
36.2,2165.5,Rail,1747.5
7.4,714.1,Truck,558.52
7.4,2766.1,Truck,2049.35
7.6,702.6,Sea,84.8
48.1,544.9,Truck,2851.27
9.4,1515.4,Air,17022.97
11.8,2097.5,Truck,2591.94
23.6,1481.9,Sea,547.43
40.3,339.7,Air,17919.14
45.8,1475.9,Sea,1064.38
3.7,770.3,Sea,45.63
49.2,1951.1,Rail,2047.38
37.9,2925.1,Truck,11458.74
36.1,1565.7,Rail,1254.54
34.5,1576.7,Truck,5572.16
7.3,772.2,Truck,607.66
32.4,737.0,Truck,2576.19
21.1,1207.1,Truck,2544.06
10.1,1617.9,Rail,349.49
36.1,752.9,Rail,609.35
26.2,1538.2,Sea,630.04
36.8,2638.2,Sea,1571.61
21.0,1821.0,Truck,3824.37
11.2,921.5,Truck,1111.42
33.9,2285.0,Rail,1769.32
17.5,376.2,Truck,668.51
29.1,1061.0,Sea,479.08
3.6,2481.8,Sea,146.71
38.1,1190.1,Rail,952.35
11.2,2472.5,Air,33184.2
11.1,1874.1,Sea,318.01
33.4,2816.2,Rail,2170.39
3.1,1167.1,Air,4546.83
13.6,2148.1,Truck,3011.11
34.4,1019.3,Truck,3829.79
42.8,804.5,Truck,3449.81
49.5,187.7,Rail,204.56
25.5,296.2,Rail,165.6
5.5,312.4,Air,2179.85
18.6,1179.6,Rail,493.79
49.0,1577.4,Rail,1678.62
19.5,57.8,Air,1443.95
14.6,225.3,Air,3949.91
22.2,65.6,Sea,22.41
26.0,1169.4,Truck,3238.99
42.7,811.0,Rail,789.5
31.6,1005.7,Sea,484.41
31.5,633.4,Rail,459.64
24.5,2217.8,Truck,5930.38
8.7,452.1,Rail,83.38
1.2,810.2,Sea,15.29
36.9,66.0,Sea,40.6
15.5,1962.3,Sea,486.03
12.9,1259.8,Air,21093.74
42.7,1854.1,Truck,7938.82
37.5,1762.8,Rail,1517.46
26.9,1209.8,Sea,506.19
27.2,1717.6,Rail,1038.14
8.6,603.4,Truck,564.45
35.3,1435.0,Rail,1135.62
49.7,1721.1,Rail,1893.83
10.3,899.4,Truck,956.91
47.0,81.8,Air,4791.61
44.0,396.5,Sea,293.01
21.4,1002.6,Rail,493.69
9.7,2462.2,Rail,517.77
16.1,1683.3,Truck,2966.72
26.5,2528.9,Sea,1108.38
5.9,1048.7,Truck,665.69
38.9,2067.6,Air,99266.43
7.2,98.5,Air,923.33
32.8,2969.2,Sea,1483.79
2.5,408.5,Air,1286.07
14.5,1759.1,Sea,420.98
44.8,2381.9,Truck,11397.78
8.3,2496.3,Sea,317.55
28.0,110.9,Truck,336.31
33.1,1482.9,Truck,5034.65
7.5,1699.2,Air,16566.37
41.8,1391.5,Sea,951.86
25.2,997.9,Sea,384.99
8.8,1766.2,Air,18744.21
8.4,2807.6,Sea,392.71
1.4,2832.6,Rail,91.53
32.3,2785.7,Sea,1478.13
30.0,1544.7,Rail,1018.77
27.3,1177.9,Truck,3243.7
18.2,546.8,Air,12607.92
9.0,832.3,Air,9000.04
49.0,2302.8,Sea,1886.24
2.4,2891.2,Rail,155.75
45.2,1943.4,Truck,8888.67
2.1,509.8,Sea,17.24
39.9,328.5,Rail,295.85
45.0,2353.4,Truck,10709.99
17.9,389.9,Air,8370.75
30.4,1304.7,Rail,860.01
32.2,1887.4,Rail,1354.35
13.4,2085.3,Rail,645.14
24.4,1393.7,Air,41374.24
48.7,1687.2,Sea,1318.45
2.0,575.0,Truck,118.35
45.8,2574.6,Truck,12612.71
10.3,2283.0,Rail,510.48
43.3,2470.0,Rail,2367.14
21.1,794.0,Rail,360.57
29.7,828.9,Sea,404.82
43.3,1255.7,Truck,5788.51
47.0,2516.8,Rail,2713.31
48.6,265.0,Air,16359.7
10.5,2526.5,Air,32496.94
49.8,619.0,Sea,483.77
13.0,341.6,Rail,99.91
3.0,977.9,Rail,62.82
28.8,2566.8,Sea,1152.59
2.1,1620.5,Air,4203.82
5.2,2750.3,Air,17071.43
22.1,2752.1,Air,76170.84
21.1,2217.0,Air,59701.23
31.7,2310.4,Truck,7749.32
32.2,1180.8,Sea,587.47
48.3,1223.9,Sea,934.56
32.8,378.0,Sea,195.73
17.5,709.8,Truck,1334.85
41.3,1406.9,Air,73039.49
26.6,955.3,Truck,2739.29
11.5,2990.8,Rail,753.68
30.3,454.6,Air,17515.59
14.4,1290.3,Rail,428.67
24.5,71.7,Rail,40.42
14.1,88.9,Truck,129.7
33.1,214.4,Truck,757.72
8.1,532.6,Truck,435.55
42.4,2388.9,Truck,10401.01
46.9,712.1,Rail,735.71
27.2,1739.6,Air,61551.77
12.1,452.9,Sea,88.22
12.8,2397.2,Rail,703.74
40.4,1013.8,Truck,4359.39
14.8,1299.4,Truck,2080.39
27.5,1280.1,Rail,773.92
9.1,2127.9,Sea,324.93
1.3,1590.8,Rail,47.54
32.7,1818.9,Rail,1291.36
6.7,1924.8,Rail,271.46
20.6,1082.3,Truck,2274.62
11.5,1242.0,Rail,320.04
3.9,1798.7,Sea,109.62
6.4,2922.1,Rail,428.63
15.6,2814.7,Rail,951.24
1.1,2192.6,Sea,40.12
43.7,137.2,Sea,93.57
44.9,2211.0,Sea,1518.94
24.1,1047.2,Truck,2752.65
12.2,1233.5,Truck,1521.7
1.7,2892.1,Air,5884.2
14.8,2341.8,Truck,3591.79
42.0,1857.3,Truck,7882.17
20.0,2651.5,Rail,1124.01
39.2,1370.9,Sea,833.71
7.2,1061.6,Sea,118.79
19.8,2576.8,Air,64059.49
34.9,834.0,Rail,634.95
17.4,899.3,Truck,1692.24
26.9,498.7,Truck,1430.44
41.6,2956.3,Sea,1897.83
15.1,928.4,Truck,1485.8
42.5,553.0,Air,28877.83
19.5,2799.3,Air,65378.87
27.8,918.2,Rail,542.72
4.4,2578.4,Rail,260.65
15.6,585.1,Air,11365.81
44.7,849.0,Air,47201.36
6.4,1670.5,Truck,1161.65
37.7,1312.1,Rail,1037.29
33.8,2969.0,Rail,2157.72
35.4,860.6,Air,39194.82
33.8,1144.5,Truck,4044.82
35.8,1506.5,Rail,1173.41
34.4,1555.7,Rail,1207.32
38.7,1965.3,Truck,7942.82
19.2,2527.6,Rail,1047.3
35.2,1408.6,Air,59042.65
24.3,391.8,Rail,212.67
43.7,100.0,Sea,69.49
29.6,1916.8,Truck,6149.54
11.5,2618.4,Sea,489.96
43.6,1535.2,Truck,6995.42
16.5,1511.0,Truck,2514.62
21.1,326.2,Air,8700.77
25.7,2178.7,Air,69799.32
11.5,941.6,Sea,170.27
12.9,1515.0,Truck,1966.08
16.0,1216.2,Sea,311.67
23.2,1985.0,Truck,4601.14
45.7,1734.9,Truck,8591.2
13.8,932.5,Rail,286.93
20.6,975.2,Air,25482.07
40.5,350.0,Sea,219.36
36.3,1669.1,Rail,1339.38
17.0,1264.7,Rail,471.09
29.0,1795.0,Sea,841.42
8.9,681.4,Air,7846.3
33.1,117.3,Rail,83.84
35.0,1237.0,Truck,4453.99
43.3,2064.0,Sea,1383.9
23.0,2122.0,Truck,5006.22
8.0,1775.7,Rail,323.39
32.6,987.0,Rail,722.7
16.0,2466.7,Sea,657.65
21.5,2134.3,Truck,4589.19
1.1,2993.9,Rail,74.49
2.6,1746.5,Air,5949.97
10.7,2943.9,Rail,674.21
40.8,1970.9,Rail,1727.22
21.7,2199.0,Sea,731.12
40.9,1294.9,Truck,5386.09
4.9,291.7,Truck,152.28
30.5,1567.5,Air,60298.02
39.1,373.8,Sea,226.96
36.0,1877.1,Truck,6984.31
30.4,1050.0,Air,40893.25
3.7,127.5,Truck,49.99
39.0,430.3,Sea,280.91
28.8,1981.5,Air,69753.01
7.6,1659.3,Rail,290.52
35.2,2039.2,Air,87607.11
31.9,252.5,Air,9916.69
4.2,1752.2,Rail,154.62
6.0,394.5,Rail,51.62
10.3,2246.7,Rail,525.6
49.8,760.0,Air,45571.34
9.0,1734.6,Air,19531.71
8.3,554.0,Sea,76.38
17.5,1414.1,Air,32330.13
14.0,2237.3,Air,38599.26
32.9,1953.9,Air,77403.99
35.8,1935.8,Truck,7327.97
24.5,2518.9,Sea,1013.93
30.6,2788.3,Air,107391.74
6.3,1259.2,Sea,124.09
39.3,1558.4,Truck,6201.43
36.8,2202.5,Rail,1791.07
46.6,1371.6,Rail,1430.28
27.6,2233.2,Rail,1413.45
12.1,2804.8,Air,44142.44
7.0,2726.7,Sea,301.81
13.1,864.1,Air,14001.96
28.8,2387.0,Truck,6993.19
37.8,2686.7,Truck,11055.43
48.3,542.0,Rail,565.29
25.8,431.2,Sea,178.62
40.2,2154.3,Truck,9107.28
12.3,1106.8,Rail,287.85
41.8,957.8,Sea,662.89
49.7,1482.0,Truck,7958.34
25.2,247.7,Truck,624.54
7.6,2987.2,Sea,367.5
38.4,1815.1,Sea,1147.05
44.8,2454.4,Air,138090.32
36.1,1879.5,Truck,6807.29
41.0,1158.2,Air,62303.28
9.0,888.3,Sea,123.07
39.0,2079.8,Sea,1252.4
16.5,2224.2,Rail,821.71
5.6,1135.6,Air,7919.83
20.2,2380.6,Air,59144.86
6.0,2282.6,Rail,315.32
5.8,281.8,Truck,170.42
49.0,1365.7,Air,86972.07
5.3,1619.3,Sea,134.97
29.7,879.8,Air,33152.64
16.1,1148.9,Air,23388.7
7.2,1635.7,Rail,262.4
21.8,2973.8,Rail,1434.52
44.3,1263.4,Air,69757.62
33.3,2005.9,Truck,7196.31
47.0,2405.3,Sea,1851.39
30.1,2853.8,Air,103623.87
11.2,835.2,Air,11827.52
6.8,205.5,Truck,145.26
12.4,2948.4,Air,45001.79
23.8,862.6,Rail,472.62
7.5,2913.4,Air,27271.56
42.3,705.5,Truck,3146.41
13.0,1065.1,Truck,1415.45
33.6,2558.7,Sea,1339.34
42.3,2404.3,Rail,2170.52
14.6,317.2,Air,5587.85
19.3,231.3,Sea,70.14
47.0,2176.1,Rail,2283.15
29.5,2557.5,Rail,1736.36
2.6,998.2,Truck,269.62
7.7,2056.3,Truck,1637.99
2.2,1213.5,Truck,273.58
26.9,2115.5,Truck,5746.18
17.7,2032.5,Sea,560.12
38.7,2175.2,Truck,8743.92
44.9,2890.3,Air,166635.43
26.9,2034.5,Air,65985.66
44.0,2756.2,Sea,1996.82
21.3,2946.4,Sea,964.47
23.4,1582.6,Rail,824.13
35.4,2599.0,Sea,1469.19
15.0,2302.7,Rail,791.37
23.2,536.1,Rail,262.92
38.8,991.7,Sea,633.66
40.8,2448.7,Rail,2150.72
29.2,1939.3,Rail,1263.76
20.0,1773.1,Air,46188.28
20.3,1949.0,Sea,662.23
28.2,369.3,Air,13308.22
24.2,177.7,Rail,97.76
28.1,2522.2,Rail,1565.2
1.8,1542.5,Air,3313.99
32.2,2375.3,Sea,1182.59
36.9,2042.6,Sea,1157.2
33.4,1767.5,Rail,1346.5
8.9,2980.2,Air,33232.92
32.0,295.7,Truck,945.88
16.3,2688.4,Rail,950.12
22.8,2557.6,Rail,1316.35
16.5,1941.1,Truck,3303.75
10.9,1358.2,Air,18961.56
39.6,2475.1,Air,118098.85
33.3,2291.2,Truck,7842.45
8.1,2373.9,Sea,295.73
27.2,2772.5,Rail,1731.55
5.1,2248.8,Truck,1212.03
45.0,411.8,Truck,2028.51
33.1,2500.2,Truck,8975.22
49.7,254.5,Sea,200.68
37.0,1330.1,Sea,755.12
13.3,2551.2,Truck,3547.78
33.5,384.1,Air,16393.73
43.9,2763.6,Air,156359.86
15.1,986.5,Truck,1559.91
5.6,1812.2,Truck,1053.17
30.8,2275.4,Air,91383.13
6.8,693.7,Sea,78.41
33.8,1591.2,Rail,1159.83
17.5,140.8,Sea,39.26
40.7,1207.6,Air,62160.3
25.3,2877.8,Rail,1547.22
6.1,1658.1,Air,13011.16
11.7,1602.6,Truck,1899.16
32.4,512.4,Rail,371.58
37.4,306.5,Air,13784.96
5.8,2851.5,Rail,362.5
37.7,1697.6,Rail,1425.76
8.1,1423.0,Sea,186.95
26.2,2330.1,Rail,1319.34
21.3,915.3,Sea,301.72
13.0,1086.3,Rail,316.53
12.8,1075.3,Rail,315.78
1.7,2415.5,Sea,64.69
21.5,92.9,Sea,30.67
10.9,1590.3,Sea,277.11
3.9,406.2,Truck,170.16
16.0,1104.6,Truck,1777.26
12.9,613.6,Air,10051.25
24.5,1555.6,Air,46533.61
5.8,1761.3,Sea,157.92
8.1,1579.4,Sea,214.42
48.8,1429.6,Sea,1114.67
12.2,1667.1,Air,25672.55
7.1,885.5,Rail,137.28
6.0,2867.9,Air,21045.31
29.5,349.5,Truck,1082.02
21.8,1912.9,Sea,641.46
40.8,2876.3,Truck,12535.38
11.1,1454.5,Rail,363.21
44.6,1742.8,Sea,1188.41
10.5,1346.3,Air,16946.08
17.6,637.9,Sea,184.7
20.6,1605.3,Truck,3347.9
39.0,1326.4,Sea,790.96
9.9,1225.3,Air,14976.71
46.1,2061.2,Truck,10315.94
7.0,2540.0,Sea,297.77
32.7,2329.2,Rail,1713.72
49.8,1540.7,Rail,1606.29
13.9,2594.8,Truck,3832.99
30.3,2023.5,Truck,6563.88
34.8,2750.1,Truck,9812.03
35.2,2420.0,Rail,1866.05
48.7,1867.2,Sea,1527.63
43.8,1629.8,Sea,1190.68
49.1,220.3,Rail,233.44
12.8,2640.3,Rail,739.88
22.3,792.6,Truck,1766.36
37.9,2420.6,Sea,1470.21
5.0,2420.6,Truck,1272.23
25.0,2947.0,Air,95684.77
42.8,2678.2,Sea,1909.47
33.8,2258.7,Truck,8403.53
23.1,1709.2,Rail,853.68
14.0,438.9,Rail,132.61
5.1,2269.2,Air,14968.99
1.2,2542.2,Truck,314.97
13.6,2520.9,Rail,733.46
1.3,238.5,Truck,31.42
27.7,1680.5,Truck,5041.77
44.7,2411.5,Rail,2417.33
23.2,329.3,Truck,791.69
2.7,1403.2,Rail,85.86
45.1,2279.4,Air,128539.7
5.5,1955.7,Rail,232.58
43.4,109.8,Sea,78.25
19.6,923.6,Rail,391.54
35.7,2778.0,Sea,1601.1
46.7,880.0,Sea,645.89
6.2,2582.4,Air,19658.92
9.5,1488.6,Sea,235.8
25.6,2658.8,Rail,1530.49
37.9,2744.4,Sea,1731.2
31.4,1190.9,Rail,799.97
12.8,342.0,Truck,471.27
30.4,1409.9,Truck,4429.39
19.2,2949.1,Sea,908.64
44.6,2652.0,Sea,1829.42
18.2,1723.6,Rail,678.44
47.6,767.4,Air,45646.36
34.3,347.3,Sea,190.53
7.3,1171.3,Air,10235.01
47.4,2126.7,Air,125212.28
9.3,567.5,Air,6664.85
11.8,59.9,Air,869.31
7.4,375.4,Rail,59.72
27.5,1584.2,Rail,970.6
20.6,1902.9,Rail,889.08
11.3,589.8,Air,8026.37
6.4,2452.2,Rail,331.76
41.5,718.0,Truck,3276.97
37.8,1809.7,Air,81357.3
27.0,2595.5,Air,88058.14
47.3,2702.6,Truck,13737.71
34.8,463.0,Rail,366.08
47.1,975.7,Sea,703.87
18.5,612.1,Sea,180.3
26.9,2915.2,Truck,8209.31
41.3,762.9,Sea,519.7
24.1,1163.3,Truck,2886.56
48.8,1173.0,Truck,6246.32
36.6,2990.7,Truck,11048.73
31.8,646.0,Rail,454.82
7.3,2217.9,Air,19392.7
26.4,691.9,Truck,1968.71
40.0,1494.7,Rail,1361.26
7.6,1898.9,Truck,1548.95
44.8,2914.4,Truck,14107.72
18.2,2743.7,Rail,1092.11
12.9,633.8,Truck,855.46
12.9,577.5,Rail,156.13
29.1,1923.6,Rail,1187.4
39.6,609.5,Truck,2446.37
3.7,2158.5,Truck,858.35
36.4,475.0,Air,21843.32
7.3,706.9,Rail,114.88
31.4,1967.4,Truck,6232.46
48.2,2213.5,Truck,11433.37
33.5,1865.1,Truck,6704.5
28.2,1756.3,Sea,826.47
37.4,2399.4,Rail,1938.59
2.4,177.4,Air,548.98
37.3,804.1,Truck,3141.33
22.3,753.7,Rail,364.8
3.1,261.5,Sea,12.77
15.2,1591.0,Rail,530.43
47.5,223.1,Sea,170.22
29.9,2414.1,Rail,1509.35
37.3,434.1,Air,20825.01
31.7,1977.9,Air,79222.05
39.2,1772.4,Air,83707.44
15.4,1255.7,Rail,427.63
16.6,826.6,Air,17562.01
42.7,2787.4,Sea,1848.37
20.8,102.3,Air,2706.13
1.4,69.8,Air,122.14
29.7,1525.7,Sea,725.55
42.2,127.6,Truck,592.36
1.5,1821.0,Rail,60.68
38.3,2939.0,Sea,1814.73
26.1,1246.2,Rail,750.01
25.4,2075.3,Air,67249.43
19.2,325.6,Truck,655.09
44.9,1221.9,Truck,5579.73
25.0,851.0,Sea,347.88
20.7,2088.2,Air,54561.41
49.7,748.7,Truck,3950.15
3.1,1754.6,Sea,85.84
46.5,1502.1,Sea,1172.19
36.1,842.3,Rail,636.54
9.8,975.9,Air,12381.56
13.2,1651.6,Sea,349.61
47.0,2487.8,Rail,2537.88
46.4,412.6,Rail,433.59
27.2,461.2,Air,15165.01
20.2,654.9,Truck,1456.03
28.6,1731.4,Air,60801.13
25.8,1258.9,Truck,3414.21
42.9,1477.3,Rail,1389.97
26.2,2827.6,Air,93498.98
38.9,2527.2,Sea,1503.03
33.9,284.4,Rail,221.17
27.1,2615.2,Rail,1605.54
38.4,391.9,Air,18755.85
36.6,238.0,Air,10576.56
23.3,1451.4,Truck,3664.89
23.6,1867.4,Rail,966.07
33.5,2448.6,Air,104327.27
13.0,539.3,Truck,768.19
36.4,2896.3,Rail,2266.15
14.3,2783.9,Truck,4386.27
32.2,953.0,Rail,668.92
41.5,1061.7,Truck,4640.77
48.4,178.8,Truck,874.81
29.3,962.4,Air,35076.04
33.6,261.4,Rail,191.18
12.8,1564.2,Sea,330.16
30.1,2768.3,Rail,1860.09
26.1,1398.0,Air,45695.7
40.7,1352.1,Rail,1251.24
46.0,2783.1,Air,164250.36
40.9,525.0,Sea,326.68
20.3,1697.3,Air,45048.22
25.5,478.5,Truck,1233.3
1.1,861.8,Air,1194.63
47.3,664.0,Truck,3299.72
37.5,1889.9,Sea,1120.56
46.0,2634.6,Truck,13175.44
35.3,2382.2,Air,106899.5
15.9,2017.9,Rail,739.14
29.8,2235.9,Rail,1515.27
27.9,1950.4,Air,69944.38
33.2,2159.2,Air,89629.44
42.7,1755.7,Air,94411.56
25.5,1837.9,Rail,1048.82
4.8,745.1,Truck,393.11
49.8,1325.5,Truck,6965.46
5.2,2668.3,Truck,1466.17
28.6,922.1,Truck,2668.86
25.8,1089.5,Sea,470.65
45.6,1599.4,Air,95382.46
33.1,527.5,Truck,1852.81
26.7,1989.9,Sea,811.55
3.8,2390.9,Sea,145.16
44.5,1077.6,Sea,768.04
7.4,1310.7,Sea,153.5
23.0,73.4,Rail,36.42
19.1,1436.9,Air,34994.5
1.1,1503.7,Sea,25.85
6.7,1302.5,Sea,137.61
19.3,300.3,Rail,128.55
34.4,788.1,Rail,604.26
20.7,1231.4,Sea,408.78
39.5,1197.1,Truck,5197.35
31.1,2147.8,Sea,1119.5
34.3,725.6,Air,30809.37
24.9,2540.9,Sea,961.95
6.4,1712.0,Sea,172.81
38.4,2267.9,Sea,1409.68
37.4,2277.4,Truck,8843.45
9.6,763.4,Rail,159.58
23.9,2237.0,Air,69301.01
24.2,629.0,Rail,327.45
48.2,2804.0,Air,168474.11
38.6,2031.7,Air,94102.27
47.4,260.3,Rail,275.64
24.3,1362.6,Sea,547.59
24.3,1886.7,Air,57594.01
30.5,2455.8,Truck,7495.01
14.3,375.2,Sea,86.27
40.5,877.8,Truck,3693.18
17.5,1513.2,Air,33128.9
10.6,2665.0,Air,36704.44
1.9,2258.9,Air,5425.46
18.1,1355.0,Truck,2654.91
3.6,973.3,Truck,366.98
31.4,2174.7,Air,86423.5
3.2,2444.8,Rail,178.04
22.5,1471.5,Air,41592.83
23.9,1548.0,Rail,822.8
10.6,2274.3,Air,30672.63
41.0,914.6,Rail,814.57
32.5,2143.5,Air,90611.19
11.2,722.6,Truck,838.89
13.5,521.1,Rail,157.79
45.2,1200.4,Rail,1148.03
30.4,304.3,Air,11739.32
26.8,81.8,Sea,34.81
21.6,1897.5,Air,51180.37
46.1,1698.0,Sea,1313.53
32.2,1123.2,Rail,809.18
46.6,250.5,Rail,255.6
27.1,1900.8,Sea,855.35
13.4,1163.1,Air,19743.15
21.1,702.1,Sea,241.18
40.7,464.6,Truck,1929.79
19.8,1485.4,Sea,477.45
29.5,876.6,Truck,2638.77
25.3,477.3,Truck,1318.71
33.1,1047.6,Sea,529.61
46.3,1802.1,Sea,1384.81
26.3,2334.4,Truck,6724.53
32.3,72.4,Sea,39.11
24.9,564.7,Sea,221.71
40.9,2200.5,Truck,9079.15
39.2,1315.2,Air,64584.14
30.3,140.9,Truck,453.76
9.3,1923.4,Sea,292.51
15.7,462.8,Sea,121.91
37.3,382.8,Rail,299.47
10.4,1454.8,Rail,326.85
3.8,2874.0,Air,13500.72
14.8,2779.5,Air,51035.44
41.7,666.3,Air,36099.25
6.4,384.9,Sea,39.49
28.2,1390.0,Sea,631.79
26.1,1595.4,Sea,652.21
2.7,966.3,Rail,57.62
19.1,269.4,Rail,108.65
44.1,2877.3,Rail,2665.69
2.7,2335.5,Sea,102.17
5.0,2270.5,Air,14565.87
23.5,2015.6,Rail,1020.1
28.0,1236.1,Sea,565.81
21.7,693.5,Rail,347.29
4.3,2713.0,Sea,189.16
20.3,503.4,Rail,219.23
10.7,2589.5,Rail,628.58
42.9,2687.7,Sea,1770.95
43.7,2426.1,Sea,1754.34
5.1,859.5,Sea,72.14
11.9,2077.5,Rail,521.72
27.6,1478.7,Rail,874.62
1.3,749.1,Truck,102.22
16.4,1743.1,Air,36849.0
1.1,584.1,Sea,10.36
41.2,212.7,Sea,145.45
22.9,2588.9,Truck,6264.4
5.5,2433.1,Sea,211.16
21.2,2162.3,Truck,4937.57
29.9,1107.9,Air,39784.16
44.1,2101.3,Rail,2021.88
27.9,828.3,Sea,385.34
10.0,1929.3,Rail,441.67
5.7,248.2,Rail,30.39
14.7,477.8,Rail,155.31
43.5,1807.7,Sea,1203.43
35.8,1923.3,Sea,1091.07
28.7,1132.8,Sea,506.52
1.4,597.9,Truck,85.36
42.3,1529.1,Air,79026.87
3.0,830.5,Truck,273.02
32.3,555.1,Air,21431.6
29.3,150.4,Air,5563.64
26.7,1517.7,Truck,4305.33
41.5,2634.8,Air,132291.28
13.2,1700.2,Rail,502.02
13.5,98.0,Air,1574.07
14.3,1537.9,Truck,2422.13
10.9,2874.4,Air,40395.46
15.8,2974.8,Air,60617.38
37.5,2666.7,Air,122401.91
20.0,2436.4,Air,60328.62
37.7,2911.3,Sea,1681.27
13.1,964.8,Sea,198.66
22.0,2665.7,Rail,1309.94
24.4,2645.9,Air,81617.62
35.5,410.3,Rail,335.46
43.8,2516.3,Truck,11657.27
34.9,2171.9,Truck,7882.24
25.7,152.3,Truck,403.95
9.2,781.2,Sea,115.13
15.7,1606.2,Sea,420.93
41.0,1792.2,Air,90774.25
36.4,50.4,Air,2364.83
9.0,274.8,Sea,41.03
39.4,571.3,Sea,370.43
16.2,946.7,Air,19786.37
28.9,2969.4,Sea,1313.74
45.0,2920.7,Sea,2124.16
11.3,2256.9,Rail,563.62
12.8,1620.7,Sea,316.8
39.0,260.9,Air,12828.18
6.2,2606.0,Air,20593.73
34.8,2058.1,Rail,1510.78
25.2,2688.1,Truck,7100.57
12.1,467.8,Truck,601.79
30.5,2052.9,Sea,996.96
27.7,1082.0,Air,38729.16
14.7,2796.1,Rail,890.39
19.3,1266.7,Truck,2607.76
20.2,1045.7,Sea,344.15
29.9,352.5,Air,13438.63
16.9,276.0,Sea,77.02
8.1,1179.3,Air,12243.48
20.1,1068.9,Sea,329.66
20.0,2894.5,Sea,936.96
39.1,2068.3,Sea,1325.57
48.8,2533.4,Sea,1964.9
25.0,1240.0,Rail,682.18
44.9,2513.2,Truck,11660.2
1.6,669.3,Air,1362.24
43.6,269.1,Air,14991.22
20.5,1984.3,Sea,635.13
27.5,1513.7,Rail,905.38
17.2,177.3,Air,3729.99
30.6,1048.9,Truck,3409.84
12.4,837.6,Rail,221.36
5.9,169.5,Air,1192.14
25.0,1341.2,Air,43290.25
46.9,2460.4,Air,138799.7
38.5,605.8,Truck,2555.03
5.4,2482.4,Truck,1379.44
38.2,1908.0,Sea,1115.31
28.5,2078.8,Rail,1297.25
42.9,146.2,Rail,133.53
43.2,1090.8,Air,56946.41
22.1,507.2,Rail,257.4
8.4,2464.9,Rail,434.56
37.2,329.0,Truck,1283.08
13.0,904.7,Air,14793.14
49.0,2764.3,Air,170229.17
18.9,835.7,Sea,240.19
27.9,1740.9,Rail,1017.1
23.8,2681.4,Sea,982.02
9.2,2696.8,Rail,533.85
14.3,1102.7,Rail,354.32
16.3,1635.1,Sea,409.93
24.7,1310.9,Truck,3316.06
42.9,2927.2,Rail,2883.37
39.4,657.5,Truck,2607.57
37.1,2511.9,Rail,1967.81
42.6,722.0,Sea,478.91
45.7,2260.9,Truck,10857.5
45.2,2343.4,Rail,2420.19
42.1,664.2,Air,35413.54
46.5,2243.2,Rail,2234.26
44.4,592.2,Truck,2881.97
37.0,2393.8,Truck,9506.28
38.5,1505.8,Sea,918.32
28.6,1970.6,Truck,5714.95
3.6,1835.6,Sea,108.88
42.8,947.4,Air,49814.48
43.5,2734.7,Sea,1863.75
46.7,1870.4,Air,113175.9
13.5,2841.4,Air,49683.83
32.7,1599.3,Air,62783.73
32.8,1403.7,Truck,4633.25
33.5,2295.7,Sea,1273.15
46.4,610.6,Air,34730.51
28.4,160.4,Truck,487.46
45.5,2120.5,Sea,1599.98
10.6,297.3,Rail,70.65
32.9,1436.8,Truck,4831.63
48.9,114.8,Sea,85.85
45.3,2428.4,Truck,11781.44
